Municipio;Codice scuola;Tipo scuola;Natura giuridica;Tipologia;Nome scuola;Indirizzo;Telefono;Orario entrata/uscita;Corsi attivi;Totale capienza;Totale iscritti;Iscritti maschi;Iscritti femmine;Piccoli;Medi;Grandi;Iscritti > 48 mesi;Iscritti <= 48 mesi;Iscritti italiani;Iscritti non italiani
10;5646;NIDO;PRIVATO;Convenzione;IL LILLIPUT;VIA NORA RICCI 28;06/5259685;08:00 / 16:30;3;22;22;10;12;7;7;8;0;22;22;0
10;5687;NIDO;PRIVATO;Convenzione;IL MONDO CHE VORREI;VIA DI MACCHIA SAPONARA 247;06/50910907;08:00 / 16:30;3;83;83;35;48;23;34;26;0;83;79;4
10;5659;NIDO;PRIVATO;Convenzione;IL MONDO DI COCCO E DRILLI;VIA CESARE MACCARI 151;06/88540199;08:00 / 16:30;3;31;31;18;13;10;11;10;0;31;27;4
10;6466;NIDO;PRIVATO;Convenzione;IL SEGRETO DELL'INFANZIA;VIA PIETRO BENEDETTI 85;06/5215664;08:00 / 16:30;2;28;27;16;11;0;13;14;0;27;22;5
10;5802;NIDO;PRIVATO;Convenzione;KINDER HAPPY BABY;VIA DEL COLLETTORE PRIMARIO 39;06/5651145;08:00 / 16:30;2;24;24;15;9;0;11;13;0;24;19;5
10;5806;NIDO;PRIVATO;Convenzione;KINDER HAPPY 2;VIA GIOVANNI BATTISTA SAMMARTINI 59;06/50934013;08:00 / 16:30;2;12;10;7;3;0;3;7;0;10;10;0
10;5772;NIDO;PRIVATO;Convenzione;LA CARACOLITA;VIA MAURICE RAVEL 408;06/98876912;08:00 / 16:30;3;50;50;22;28;12;21;17;0;50;49;1
10;5558;NIDO;PRIVATO;Convenzione;LA CARICA DEI 101;VIA CALAVINO 45;06/98872697;08:00 / 16:30;3;39;39;18;21;11;14;14;0;39;36;3
10;5660;NIDO;PRIVATO;Convenzione;LA CASA DI ALICE;VIA GIAMBATTISTA BASSANI 10;06/50912133;08:00 / 16:30;3;23;23;15;8;7;9;7;0;23;21;2
10;3273;NIDO;COMUNALE;;LA FELCE;VIA DELLA FELCE 31;06/52369231;08:00 / 16:30;3;69;66;34;32;14;24;28;0;66;45;21
10;6322;NIDO;COMUNALE;;LA MENTA PIPERITA;VIA MONVALLE 31;/;08:00 / 16:30;2;48;40;25;15;0;20;20;0;40;31;9
10;5798;NIDO;PRIVATO;Convenzione;LA TANA DEI CUCCIOLI;VIA ARISTOFONTE 14;06/50915959;08:00 / 16:30;2;14;12;6;6;0;3;9;0;12;11;1
10;4022;NIDO;PRIVATO;Convenzione;LA VALLE INCANTATA;VIA GIOVANNI BECATTI 18;06/5652087;08:00 / 16:30;3;42;42;18;24;12;17;13;0;42;37;5
10;5777;NIDO;PRIVATO;Convenzione;L'AURORA NIDI;VIA TOMMASO TRAETTA 70;06/50916331;08:00 / 16:30;3;39;39;18;21;12;14;13;0;39;35;4
10;3890;NIDO;PRIVATO;Convenzione;LE COCCOLE;VIALE FRA' ANDREA DI GIOVANNI 150;06/5218099;08:00 / 16:30;3;31;31;13;18;12;13;6;0;31;22;9
10;6323;NIDO;COMUNALE;;LE GINESTRE;VIA FRANCESCO MENZIO 399;06/52455063;08:00 / 16:30;3;26;24;11;13;8;10;6;0;24;23;1
10;3276;NIDO;COMUNALE;;LE PICCOLE DUNE;VIALE VEGA 103;06/56305556;08:00 / 16:30;3;69;69;40;29;15;25;29;0;69;67;2
10;5557;NIDO;COMUNALE;;LE PRATOLINE;VIA MAIERATO 95;06/52440382;08:00 / 16:30;3;58;0;0;0;0;0;0;0;0;0;0
10;5782;NIDO;PRIVATO;Convenzione;LE PRIMULE;VIA ROVOLON 17;06/96842973;08:00 / 16:30;3;28;27;15;12;9;10;8;0;27;23;4
10;5568;NIDO;COMUNALE;;LE QUERCE;VIA ERNESTO BOEZI 158;06/50930289;08:00 / 16:30;3;65;63;29;34;16;23;24;1;62;53;10
10;5522;NIDO;PRIVATO;Convenzione;L'ORSETTO;VIA DEL FOSSO DI DRAGONCELLO 201;06/65499223;08:00 / 16:30;2;26;26;15;11;0;12;14;0;26;23;3
10;4021;NIDO;PRIVATO;Convenzione;MADONNA DEGLI ANGELI;VIA FRANCESCO DONATI 86;06/52311544;08:00 / 16:30;3;59;56;26;30;18;18;20;0;56;53;3
10;5784;NIDO;PRIVATO;Convenzione;MANDARINO;VIA EUTIDEMO DI CHIO 49;06/50933756;08:00 / 16:30;3;21;21;12;9;7;8;6;0;21;13;8
10;5783;NIDO;PRIVATO;Convenzione;MANO NELLA MANO;VIA BEDOLLO 27;06/5053023;08:00 / 16:30;3;18;17;8;9;5;6;6;0;17;15;2
10;6471;NIDO;PRIVATO;Convenzione;MERAVIGLIA;VIA GIOVANNI MINOZZI 21;328/8559330;08:00 / 16:30;2;16;16;8;8;12;0;4;0;16;13;3
10;5648;NIDO;PRIVATO;Convenzione;PAIDEIA;VIA DELLA CACCIUTA 64;335/8118841;08:00 / 16:30;2;13;12;8;4;0;5;7;0;12;11;1
10;5651;NIDO;PRIVATO;Convenzione;PAPAVERI E PAPERE;VIA GIUSEPPE MICALI 72;06/5650491;08:00 / 16:30;3;21;21;11;10;7;8;6;0;21;20;1
10;6472;NIDO;PRIVATO;Convenzione;PASSO A DUE;VIALE DEI ROMAGNOLI 51;06/64673111;08:00 / 16:30;3;9;9;7;2;3;2;4;0;9;9;0
10;5697;NIDO;PRIVATO;Convenzione;PIXIELAND;VIA DEI MONTI DI S. PAOLO 140;06/52350603;08:00 / 16:30;3;16;16;10;6;5;5;6;0;16;13;3
10;5803;NIDO;PRIVATO;Convenzione;POLLICINO;VIA GABRIELE TORREMUZZA 75;06/5652540;08:00 / 16:30;2;12;12;6;6;0;6;6;0;12;11;1
10;5650;NIDO;PRIVATO;Convenzione;SOLE E LUNA;VIA BEDOLLO 147;06/97990977;08:00 / 16:30;2;22;22;13;9;0;9;13;0;22;19;3
10;3488;NIDO;COMUNALE;;STELLE NASCENTI;VIA NORA RICCI 30;06/5258108;08:00 / 17:00;3;53;53;26;27;14;16;23;0;53;46;7
10;3891;NIDO;PRIVATO;Convenzione;TENERAMENTE INSIEME;VIA GIORGIO HINNA 28;06/5212248;08:00 / 16:30;3;97;81;41;40;24;39;18;0;81;74;7
10;6473;NIDO;PRIVATO;Convenzione;TUTTI A SCUOLA;VIA DEI MONTI DI S. PAOLO 55;345/0247482;08:00 / 16:30;1;5;5;4;1;0;5;0;0;5;4;1
10;5658;NIDO;PRIVATO;Convenzione;UNO DUE TRE...VIA!;VIA GINO BONICHI 17;06/52360550;08:00 / 16:30;3;34;34;16;18;9;13;12;0;34;31;3
10;5689;NIDO;PRIVATO;Convenzione;VIOLE AL POLO NORD;VIA DELLA VERBENA 16;348/5481071;08:00 / 16:30;2;20;16;8;8;0;6;10;0;16;12;4
11;3883;NIDO;PRIVATO;Convenzione;A CASA DI NONNA VELIA;LUNGOTEVERE DELLA MAGLIANA 95;06/55262976;08:00 / 16:30;2;16;15;9;6;0;10;5;0;15;13;2
11;3184;NIDO;COMUNALE;;AQUILONE BLU;VIA VINCENZO BRUNACCI 42;06/5570276;08:00 / 16:30;3;69;68;34;34;17;26;25;0;68;64;4
11;3975;NIDO;COMUNALE;;ARABA FENICE;VIA GREVE 61;06/55282348;08:00 / 16:30;3;53;49;27;22;11;21;17;0;49;39;10
11;3188;NIDO;COMUNALE;;BUSSOLA D'ORO;VIA DEL TRULLO 139;06/6537971;07:30 / 17:00;3;69;68;38;30;18;23;27;0;68;48;20
11;4006;NIDO;COMUNALE;;CHIARAMONTI;VIA DEI CHIARAMONTI ;06/65671740;08:00 / 16:30;3;40;39;22;17;11;15;13;0;39;36;3
11;3187;NIDO;COMUNALE;;COCCOLE E COLORI;VIA CAMILLO MONTALCINI 19;06/55285441;08:00 / 16:30;3;69;59;29;30;17;26;16;0;59;54;5
11;3981;NIDO;COMUNALE;;CORVIALE;VIA DEI GRADENIGO ;06/65678218;08:00 / 16:30;3;69;69;30;39;17;26;26;0;69;67;2
11;5499;NIDO;PRIVATO;Convenzione;CRESCERE INSIEME;VIA ANTONIO ROITI 63;06/5565133;08:00 / 16:30;3;32;32;18;14;9;13;10;0;32;32;0
11;3191;NIDO;COMUNALE;;FANTASIA;VIA GIOVANNI VOLPATO 20;06/5571225;07:30 / 17:00;3;92;81;34;47;18;26;37;0;81;68;13
11;3190;NIDO;COMUNALE;;GIO' E GIO';VIALE VENTIMIGLIA 15;06/6530667;08:00 / 16:30;3;46;44;26;18;14;14;16;0;44;34;10
11;5625;NIDO;PRIVATO;Convenzione;GIRA GIRASOLE;LARGO CITTA' DEI RAGAZZI 1;06/65003224;08:00 / 16:30;2;14;14;8;6;0;7;7;0;14;13;1
11;3183;NIDO;COMUNALE;;IL CICLAMINO;VIA GIUSEPPE BELLUZZO 100;06/5592433;08:00 / 16:30;3;69;69;41;28;15;27;27;0;69;66;3
11;5503;NIDO;COMUNALE;;IL LIRIO D'ORO;VIA PORTUENSE 1635;06/65004138;07:30 / 17:00;3;69;69;39;30;15;27;27;0;69;62;7
11;3882;NIDO;COMUNALE;;IRLANDESI;VIA DEGLI IRLANDESI 47;06/55268799;08:00 / 16:30;3;69;66;32;34;15;27;24;1;65;64;2
11;3980;NIDO;PRIVATO;Convenzione;LA VIA LATTEA;VIA CRISTOFORO SABBADINO 86;06/65001642;08:00 / 16:30;3;42;42;23;19;6;18;18;0;42;37;5
11;3780;NIDO;PRIVATO;Convenzione;LE FARFALLE;VIA DELLA CASETTA MATTEI 322;06/6663741;08:00 / 16:30;2;32;32;19;13;0;16;16;0;32;29;3
11;3778;NIDO;COMUNALE;;LORIS MALAGUZZI - MATTINA;VIA GIOVANNI PORZIO 30;06/65745081;07:00 / 13:00;2;43;43;20;23;0;21;22;0;43;43;0
11;3779;NIDO;COMUNALE;;LORIS MALAGUZZI - POMERIGGIO;VIA GIOVANNI PORZIO 30;06/65745081;13:00 / 18:00;2;27;26;15;11;0;12;14;0;26;23;3
11;3977;NIDO;PRIVATO;Aziendale;MAGLIANA;VIA LUIGI CANDONI ;06/46955320;08:00 / 16:30;3;44;28;11;17;6;16;6;0;28;24;4
11;3185;NIDO;COMUNALE;;MAIS & GIRASOLE;VIA CASTIGLION FIBOCCHI 13;06/97270972;07:30 / 17:00;3;69;69;32;37;17;26;26;0;69;64;5
11;3821;NIDO;COMUNALE;;MANDORLO ROSA;VIA PESCAGLIA 75;06/55265299;08:00 / 16:30;3;46;44;24;20;10;18;16;0;44;36;8
11;3186;NIDO;COMUNALE;;NIDOIDEA;VIA LAMPORECCHIO 20;06/6530390;08:00 / 16:30;3;46;46;24;22;12;17;17;0;46;46;0
11;3843;NIDO;COMUNALE;;STELLA STELLINA;VIA QUIRINO MAJORANA 139;06/55302100;08:00 / 16:30;3;53;48;24;24;14;19;15;0;48;46;2
12;5620;NIDO;PRIVATO;Convenzione;ANGHINGO';VIA LEONARDO FIBONACCI 83;06/6692821;08:00 / 16:30;3;22;21;12;9;6;8;7;0;21;20;1
12;6449;NIDO;PRIVATO;Convenzione;ANNA MICHELI;VIA LUDOVICA ALBERTONI 41;06/538292;08:00 / 16:30;3;54;54;29;25;14;18;22;0;54;52;2
12;4018;NIDO;COMUNALE;;AQUILONE;VIA DEGLI ANTELMINELLI 22;06/66153951;07:30 / 17:00;3;69;54;24;30;11;25;18;0;54;49;5
12;5677;NIDO;PRIVATO;Convenzione;CASTELLO MONELLO;VIA DEI CONCINI 51;06/81170724;08:00 / 16:30;3;41;41;26;15;4;18;19;0;41;40;1
12;3309;NIDO;COMUNALE;;COCCO E DRILLI;VIA DEL CASALETTO 441;06/65742154;07:30 / 17:00;3;69;67;38;29;19;24;24;0;67;63;4
12;6444;NIDO;PRIVATO;Convenzione;FILOBUS 75;VIA VITELLIA 38;/;08:00 / 16:30;2;7;7;2;5;0;6;1;0;7;7;0
12;3315;NIDO;COMUNALE;;I FOLLETTI;VIA DEI DAMASCENI 15;06/66154685;08:00 / 16:30;3;69;66;36;30;18;25;23;0;66;52;14
12;6428;NIDO;PRIVATO;Concessione;IL BRUCO E LA MELA;VIALE DEI COLLI PORTUENSI 656;06/6533256;08:00 / 16:30;3;58;57;29;28;14;23;20;0;57;57;0
12;4027;NIDO;COMUNALE;;IL GRILLO CANTERILLO;VIA RAIMONDO D'ARONCO 24;/;08:00 / 16:30;3;69;68;43;25;19;24;25;0;68;65;3
12;5745;NIDO;PRIVATO;Aziendale;IL PULCINO;VIA BERNARDINO RAMAZZINI 66;06/5372692;08:00 / 16:30;3;22;21;13;8;7;9;5;0;21;20;1
12;3312;NIDO;COMUNALE;;LA COCCINELLA;VIA FRANCESCO DURANTE 26;/;08:00 / 16:30;3;46;42;22;20;11;16;15;0;42;34;8
12;3311;NIDO;COMUNALE;;LA FRECCIA AZZURRA;PIAZZA VINCENZO CERESI 11;06/5374043;07:30 / 17:00;3;69;65;32;33;18;25;22;0;65;57;8
12;4023;NIDO;SPAZIO BE.BI PRIVATO;Convenzione;LA PISANELLA;VIA DELLA PISANA 974;06/66161421;08:00 / 18:30;4;46;32;12;20;0;14;18;0;32;27;5
12;5619;NIDO;PRIVATO;Convenzione;L'ALBERO DEI SOGNI;VIA GIUSEPPE BALZARETTO 79;06/66514305;08:00 / 16:30;3;16;15;9;6;4;6;5;0;15;13;2
12;5708;NIDO;PRIVATO;Convenzione;L'ALBERO DEI SOGNI 3;VIA GIUSEPPE BENONI 4;06/45472499;08:00 / 16:30;3;23;17;9;8;3;9;5;0;17;17;0
12;6216;NIDO;COMUNALE;;LICIO GIORGIERI;VIA LICIO GIORGIERI 58;06/95951623;08:00 / 16:30;2;37;18;11;7;0;9;9;0;18;14;4
12;3313;NIDO;COMUNALE;;LO SCARABOCCHIO;VIA DEI LAMPUGNANI 35;06/66151393;08:00 / 16:30;3;74;60;31;29;13;28;19;0;60;58;2
12;3909;NIDO;COMUNALE;;MASSIMINA;VIA PAOLO EMILIO PAVOLINI 69;06/6690172;07:30 / 17:00;3;69;68;31;37;19;25;24;0;68;52;16
12;3317;NIDO;COMUNALE;;MORGANA LA RANA;VIALE DEI COLLI PORTUENSI 473;06/65744300;08:00 / 16:30;3;46;42;25;17;13;15;14;0;42;39;3
12;3314;NIDO;COMUNALE;;PARCO FLORA;VIA GIUSEPPE D'AVARNA 30;06/6533788;08:00 / 16:30;3;54;50;27;23;11;21;18;0;50;48;2
12;3785;NIDO;SPAZIO BE.BI PRIVATO;Convenzione;PICCOLI E GRANDI;VIA FRANCESCO MASSI 12;06/5800584;08:00 / 19:30;4;18;18;9;9;0;8;10;0;18;17;1
12;3990;NIDO;PRIVATO;Convenzione;PUNTO VERDE CRESCERE INSIEME;VIA PORTUENSE 290;06/55382401;08:00 / 16:30;3;35;34;18;16;11;12;11;0;34;34;0
13;3380;NIDO;COMUNALE;;ABRACADABRA;VIA BRA 39;06/6628533;08:00 / 16:30;3;46;43;26;17;10;18;15;0;43;27;16
13;5491;NIDO;PRIVATO;Convenzione;ASSO NIDO 1;VIA AGOSTINO RICHELMY 6;06/39388396;08:00 / 16:30;3;23;23;11;12;8;10;5;0;23;21;2
13;3879;NIDO;PRIVATO;Convenzione;AZALEA;VIA ENRICO BONDI 273;06/45421279;08:00 / 16:30;2;31;25;13;12;0;14;11;0;25;19;6
13;5490;NIDO;PRIVATO;Convenzione;CAPRICCI;VIA UGO DA PORTA RAVEGNANA 7;06/66410519;08:00 / 16:30;3;39;37;19;18;6;12;19;0;37;35;2
13;5710;NIDO;PRIVATO;Convenzione;COCCHI DI MAMMA;CIRCONVALLAZIONE CORNELIA 36;06/60651810;08:00 / 16:30;3;26;26;17;9;4;10;12;0;26;25;1
13;5621;NIDO;PRIVATO;Convenzione;CRESCERE INSIEME;VIA DI MONTESPACCATO 26;06/45444672;08:00 / 16:30;2;15;14;6;8;0;9;5;0;14;13;1
13;3382;NIDO;COMUNALE;;GIANBURRASCA;VIA TOMMASO PRELA' 37;06/6243533;08:00 / 16:30;3;80;80;45;35;16;32;32;0;80;52;28
13;3377;NIDO;COMUNALE;;I CUCCIOLI DI VIA SILVERI;VIA DOMENICO SILVERI 6;06/39389511;08:00 / 16:30;3;69;60;34;26;18;22;20;0;60;51;9
13;3744;NIDO;PRIVATO;Convenzione;IL BAMBINO NEL MONDO;VIA BELVEDERE MONTELLO 70;06/6240607;08:00 / 16:30;3;31;31;21;10;6;14;11;0;31;29;2
13;3383;NIDO;COMUNALE;;IL FANTABOSCO;VIA S. SECONDA 21;06/61560790;08:00 / 16:30;3;69;68;44;24;16;24;28;0;68;53;15
13;4012;NIDO;COMUNALE;;IL GLICINE;VIA GIUSEPPE LAZZATI 213;06/66180620;08:00 / 16:30;3;69;61;31;30;16;26;19;0;61;55;6
13;3381;NIDO;COMUNALE;;IL NIDO DEL PARCO;VIA FRANCESCO SCADUTO 67;06/6628585;08:00 / 16:30;3;46;36;19;17;12;14;10;0;36;23;13
13;5680;NIDO;PRIVATO;Convenzione;IL NIDO DI LI.SA.;VIA BISTAGNO 5;06/61520252;08:00 / 16:30;2;20;17;10;7;0;6;11;0;17;15;2
13;3384;NIDO;COMUNALE;;IL PICCOLO PRINCIPE;VIA DIVIGNANO 22;06/61560297;08:00 / 16:30;3;69;62;43;19;15;26;21;0;62;51;11
13;5682;NIDO;PRIVATO;Convenzione;IL TAPPETO VOLANTE;VIA SCANDELUZZA 10;06/61568538;08:00 / 16:30;1;10;10;3;7;0;10;0;0;10;8;2
13;4017;NIDO;PRIVATO;Convenzione;LA BACCHETTA MAGICA;VIA GAMALERO 14;06/93572717;08:00 / 16:30;3;17;15;8;7;7;5;3;0;15;13;2
13;4008;NIDO;COMUNALE;;LA GIRANDOLA D'ORO;VIA LUCA PASSI 55;06/66514450;08:00 / 16:30;3;69;66;28;38;16;25;25;0;66;58;8
13;3379;NIDO;COMUNALE;;L'ALBERO D'ORO;PIAZZA FRANCESCO BORGONGINI DUCA 11;06/6380873;08:00 / 16:30;3;80;77;40;37;14;31;32;0;77;68;9
13;5520;NIDO;PRIVATO;Convenzione;LO STREGATTO;VIA GATTICO 7;06/83766646;08:00 / 16:30;2;65;64;31;33;0;31;33;0;64;63;1
13;3378;NIDO;COMUNALE;;L'ORIZZONTE;VIA BEVERINO 73;06/6144936;08:00 / 16:30;3;69;61;24;37;15;23;23;0;61;48;13
13;3894;NIDO;PRIVATO;Convenzione;LUDUS;VIA DECIO AZZOLINO 33;06/61662339;08:00 / 16:30;3;66;48;24;24;10;20;18;0;48;40;8
13;5691;NIDO;PRIVATO;Convenzione;MOMO;VIA DECIO AZZOLINO 33;06/61662339;08:00 / 16:30;3;68;32;16;16;6;15;11;0;32;28;4
13;5679;NIDO;PRIVATO;Convenzione;ONLY KIDS;VIA AURELIA 1410;06/66183716;08:00 / 16:30;3;57;42;19;23;11;16;15;0;42;42;0
13;5690;NIDO;PRIVATO;Convenzione;QUI QUO QUA;VIA GIOVANNI CIRAOLO 13;06/68192042;08:00 / 16:30;3;21;6;5;1;0;2;4;0;6;6;0
13;6431;NIDO;PRIVATO;Concessione;VALCANNUTA M2;VIA DI VAL CANNUTA 235;06/66515302;08:00 / 16:30;3;98;62;24;38;10;29;23;0;62;59;3
13;5681;NIDO;PRIVATO;Convenzione;VIVILASILO;VIA NOASCA 61;06/45582876;08:00 / 16:30;3;18;10;8;2;2;4;4;0;10;10;0
14;3735;NIDO;PRIVATO;Convenzione;APRITI SESAMO;VIA GEROLAMO MERCURIALE 15;06/35510342;08:00 / 16:30;3;21;21;11;10;6;9;6;0;21;20;1
14;3915;NIDO;PRIVATO;Convenzione;AZALEA;VIA FERRANTE RUIZ 17;06/697275229;08:00 / 16:30;2;34;34;18;16;0;15;19;0;34;30;4
14;5700;NIDO;PRIVATO;Convenzione;BIMBI A BORDO;VIA GIORGIO FRANCESCHI 26;06/89689548;08:00 / 16:30;3;43;43;18;25;11;16;16;0;43;40;3
14;3734;NIDO;PRIVATO;Convenzione;BUBU SETTETE;VIALE MONFORTANI 12;06/3386913;08:00 / 16:30;3;17;17;9;8;5;6;6;0;17;14;3
14;3135;NIDO;COMUNALE;;CUCCIOLI E COCCOLE;VIA MATTIA BATTISTINI 155;06/6146392;07:30 / 17:00;3;69;69;35;34;15;27;27;0;69;43;26
14;3141;NIDO;COMUNALE;;GIALLO VERDE E BLU';VIA ROMEO RODRIGUEZ PEREIRA 97;06/35453690;08:00 / 16:30;3;53;52;24;28;12;19;21;0;52;47;5
14;5622;NIDO;PRIVATO;Convenzione;GIOCHI E COCCOLE;VIA MARIO FANI 90;328/0863505;08:00 / 16:30;2;10;7;6;1;0;4;3;0;7;5;2
14;6434;NIDO;COMUNALE;;GIOCOIMPARO;VIA CARENTINO 60;366/6981774;08:00 / 16:30;3;53;53;31;22;10;21;22;0;53;51;2
14;3139;NIDO;COMUNALE;;I CUCCIOLI DELL'ARCA DI NOE';VIA GARLENDA ;06/35506698;08:00 / 16:30;3;53;49;33;16;12;17;20;0;49;40;9
14;3142;NIDO;COMUNALE;;I TESORI DI GULLIVER;VIA CAMILLA RAVERA 38;06/30819680;07:00 / 18:00;3;69;69;38;31;15;26;28;0;69;63;6
14;6433;NIDO;COMUNALE;;IL GALLO ALFONSO;VIA ALFONSO GALLO 15;366/6981761;08:00 / 16:30;3;60;60;31;29;12;24;24;0;60;53;7
14;3846;NIDO;PRIVATO;Aziendale;IL GIARDINO DEI CUCCIOLI;VIA PAOLO EMILIO CASTAGNOLA ;06/33064051;08:00 / 16:30;3;36;36;17;19;10;13;13;0;36;27;9
14;5674;NIDO;PRIVATO;Convenzione;IL GIARDINO INCANTATO;VIA ERMINIA FUSINATO 4;06/4552154;08:00 / 16:30;3;22;22;11;11;5;10;7;0;22;21;1
14;3872;NIDO;PRIVATO;Convenzione;IL MAPPAMONDO;VIA ERMENEGILDO PISTELLI 16;06/3071132;08:00 / 16:30;2;18;11;8;3;0;4;7;0;11;10;1
14;3140;NIDO;COMUNALE;;IL PAESE DEI BALOCCHI;VIA PIETRO BEMBO 244;06/6145074;08:00 / 16:30;3;69;69;39;30;16;25;28;0;69;58;11
14;3976;NIDO;COMUNALE;;IL TEMPO DEI BAMBINI;VIA GIROLAMO CASANATE ;06/61283723;08:00 / 16:30;2;35;33;20;13;0;14;19;0;33;26;7
14;6443;NIDO;PRIVATO;Convenzione;JASMINE;VIA ANDREA BARBATO 31;/;08:00 / 16:30;2;55;55;27;28;0;27;28;0;55;52;3
14;3736;NIDO;SPAZIO BE.BI PRIVATO;Convenzione;LA CASETTA;VIA FANNY TACCHINARDI 25;06/3012887;08:00 / 19:00;4;36;22;15;7;0;6;16;0;22;21;1
14;3732;NIDO;PRIVATO;Convenzione;LA MONGOLFIERA;VIA DELLE BENEDETTINE 50;06/30602437 - 438;08:00 / 16:30;3;99;99;55;44;26;41;32;0;99;83;16
14;3144;NIDO;COMUNALE;;LA TAVERNA DEI PICCOLI;VIA GIUSEPPE TAVERNA 147;06/45439005;07:30 / 17:00;3;69;68;37;31;13;28;27;0;68;45;23
14;6430;NIDO;PRIVATO;Concessione;MONSIGNOR ANTONINO SPINA;VIA SAN BASILIDE 19;06/30994520;08:00 / 16:30;3;74;74;30;44;22;26;26;1;73;71;3
14;3137;NIDO;COMUNALE;;NIDO DI PETER PAN;VIA PAOLO EMILIO CASTAGNOLA 15;06/30683425;08:00 / 16:30;3;69;67;30;37;12;35;20;0;67;55;12
14;3143;NIDO;COMUNALE;;TONDOGIRO;VIA S. IGINO PAPA 294;06/6270946;08:00 / 16:30;3;69;69;37;32;13;28;28;0;69;56;13
14;5589;NIDO;PRIVATO;Progetto Finanziato;TORRESINA;PIAZZA GINO PALLOTTA 1;06/61270227 / 349273138;07:30 / 16:30;3;69;69;43;26;14;27;28;0;69;67;2
14;6447;NIDO;PRIVATO;Convenzione;1 2 3 STELLA;VIA BENEDETTO ALOISI MASELLA ;/;08:00 / 16:30;3;90;90;49;41;19;46;25;0;90;76;14
15;3088;NIDO;COMUNALE;;BELLAGIO;VIA BELLAGIO 25;06/33613975;08:00 / 16:30;2;58;58;29;29;0;29;29;0;58;54;4
15;3081;NIDO;COMUNALE;;CASSIOPEA;VIA CASSIA 7;06/3331391;08:00 / 16:30;3;57;55;34;21;14;20;21;0;55;37;18
15;3083;NIDO;COMUNALE;;COLLI D'ORO;LARGO FOPPOLO 12;06/33610808;08:00 / 16:30;3;53;53;30;23;13;20;20;0;53;46;7
15;3082;NIDO;COMUNALE;;FARNESINA;VIA DELLA FARNESINA 182;06/3297334;07:30 / 17:00;3;69;69;36;33;15;27;27;0;69;59;10
15;5785;NIDO;PRIVATO;Convenzione;FATE E FOLLETTI;VIA GIUSEPPE PECCHIO 16;06/36303268;08:00 / 16:30;2;18;18;10;8;0;7;11;0;18;14;4
15;3086;NIDO;COMUNALE;;GALLINE BIANCHE;VIA BACCANO 5;06/33613968;07:00 / 18:00;3;69;68;41;27;15;26;27;0;68;55;13
15;6468;NIDO;PRIVATO;Convenzione;IL FIORE SULLA NUVOLETTA;VIA PIO SPACCAMELA 10;06/30316990;08:00 / 16:30;2;15;15;7;8;0;7;8;0;15;12;3
15;3084;NIDO;COMUNALE;;IL MAGO DI OZ;VIA CASSIA 17.200;06/30899140;07:30 / 17:00;3;55;55;28;27;13;21;21;0;55;42;13
15;6442;NIDO;SPAZIO BE.BI PRIVATO;Convenzione;L' ISOLA DEI MONELLI;VIA ITALO PICCAGLI 49;06/98877396;07:30 / 18:00;4;38;28;18;10;0;14;14;0;28;20;8
15;3087;NIDO;COMUNALE;;LA FILASTROCCA ALLEGRA;VIA ANGUILLARESE 171;06/30447607;08:00 / 16:30;2;22;22;9;13;0;9;13;0;22;16;6
15;5594;NIDO;COMUNALE;;LA PAGINA MAGICA;LARGO DELLA GIUSTINIANA ;06/30316066;08:00 / 16:30;3;69;67;24;43;15;27;25;0;67;53;14
15;5786;NIDO;PRIVATO;Convenzione;L'ALBERO DEI SOGNI 2;VIA SANTI COSMA E DAMIANO 26;06/64700149;08:00 / 16:30;3;31;31;11;20;10;11;10;0;31;24;7
15;5492;NIDO;COMUNALE;;L'ALBERO DELLE NOCI;VIA AL SESTO MIGLIO 78;06/33266737;08:00 / 16:30;1;13;10;6;4;0;0;10;0;10;3;7
15;3085;NIDO;COMUNALE;;TRILLY;VIA FOSSO DEL POGGIO 71;06/33250692;07:30 / 17:00;3;69;67;34;33;15;27;25;0;67;44;23
